PROFILE_ID,MONTH_BALANCE,BEGINNING_TOTAL_HOLDINGS_GBP,END_TOTAL_HOLDINGS_GBP,BEGINNING_EQUITY_GBP,END_EQUITY_GBP,BEGINNING_INTEREST_GBP,END_INTEREST_GBP
38389995,2023-04-01,,0,,,,
38538184,2023-05-01,17.57,3697.01,,,,
37277267,2023-03-01,,3.96,,,,
37165764,2023-04-01,,0.02,,,,
36223744,2023-05-01,75,75,,,,
36053564,2023-02-01,4.64,-2.81,,,,
38228131,2023-03-01,,0,,,,
35360023,2023-03-01,9.36,9.17,,,,
38144825,2023-03-01,,192,,,,
37248520,2023-05-01,33.2,45.45,,,,
35843901,2023-05-01,140.44,101.59,,,,
35970279,2023-02-01,0,0,,,,
37013846,2023-03-01,0,8.51,,,,
38825543,2023-05-01,0,147.66,,,,
35532825,2023-03-01,10,10,,,,
37714517,2023-04-01,0,510,,,,
37821723,2023-05-01,10,10,,,,
36443187,2023-03-01,2040,2044.21,,,,
36682684,2023-03-01,1583,41.76,,,,
37986157,2023-05-01,103.84,0.93,,,,
36298188,2023-02-01,,0,,,,
37656839,2023-05-01,0,0,,,,
39802158,2023-05-01,,1770.29,,,,
36278637,2023-03-01,,10,,,,
37909048,2023-05-01,0,0,,,,
38082068,2023-04-01,20,2.24,,,,
36112943,2023-05-01,20,20,,,,
36991505,2023-03-01,7.13,0,,,,
36902645,2023-02-01,,0,,,,
36074451,2023-01-01,,6.14,,,,
36994446,2023-05-01,7.58,7.58,,,,
35645535,2023-03-01,,3,,,,
36435976,2023-05-01,20,20,,,,
38366955,2023-05-01,0,0,,,,
37407482,2023-03-01,,0,,,,
36127937,2023-02-01,165,165,,,,
35902801,2023-02-01,13.1,99.25,,,,
35363960,2023-05-01,-3.11,-3.11,,,,
37397344,2023-03-01,,15265.03,,,,
36549667,2023-03-01,163,214.93,,,,
39317530,2023-05-01,,0,,,,
38071350,2023-05-01,266.82,263.89,,,,
37939622,2023-03-01,,2710.42,,,,
35875351,2023-04-01,268,83.63,,,,
35625513,2023-05-01,10.75,10.79,,,,
36435976,2023-02-01,,20,,,,
36098082,2023-02-01,0,0,,,,
35981767,2023-01-01,,0,,,,
35820869,2023-04-01,5908.16,9236.72,,,,
38481000,2023-04-01,,1.18,,,,
38635868,2023-05-01,,0,,,,
37632787,2023-03-01,,20.02,,,,
36395888,2023-02-01,,155.2,,,,
36698491,2023-02-01,,20,,,,
36801951,2023-02-01,,0,,,,
39818198,2023-05-01,,1318,,,,
39054446,2023-05-01,19,1176.36,,,,
36259119,2023-05-01,0,0,,,,
38306777,2023-05-01,1,1,,,,
37046877,2023-05-01,40.74,84.82,,,,
35919651,2023-06-01,77617.9,69308.3,,,,
37195555,2023-02-01,,0,,,,
37913031,2023-04-01,20,37.04,,,,
38200044,2023-04-01,211.28,0,,,,
35758707,2023-02-01,0,84.02,,,,
39411390,2023-06-01,,1.59,,,,
38533304,2023-06-01,5,5,,,,
38249976,2023-04-01,0,0,,,,
38815021,2023-05-01,1,48.09,,,,
40715694,2023-06-01,,0,,,,
39257872,2023-06-01,1.77,1.77,,,,
35397487,2023-06-01,0.18,0.57,,,,
35262559,2023-04-01,38.27,38.27,,,,
39074916,2023-05-01,6.94,4.14,,,,
35521685,2023-06-01,65.89,65.89,,,,
35386492,2023-06-01,26959.7,13331.65,,,,
36259119,2023-06-01,0,0,,,,
37987298,2023-06-01,519.41,2804.6,,,,
37214938,2023-06-01,0,0,,,,
36994071,2023-02-01,,20,,,,
36376340,2023-05-01,0,0,,,,
36356078,2023-02-01,,0,,,,
37409665,2023-03-01,,0,,,,
38320177,2023-04-01,,1533.44,,,,
36271639,2023-02-01,,0,,,,
35651836,2023-02-01,20,20,,,,
37927961,2023-04-01,1.82,5,,,,
38506145,2023-06-01,1532.65,1541.65,,,,
36888023,2023-06-01,606.22,2839.89,,,,
35707517,2023-05-01,20,20,,,,
36348030,2023-05-01,688.88,539.02,,,,
39443277,2023-05-01,,28.79,,,,
35655340,2023-04-01,2.06,2.05,,,,
35875177,2023-03-01,0,0,,,,
37696457,2023-05-01,11690.8,4146.92,,,,
37919411,2023-05-01,0,0,,,,
40955629,2023-06-01,,16746.1,,,,
36465353,2023-04-01,0,87.68,,,,
35910784,2023-01-01,,20,,,,
39616550,2023-05-01,,85.58,,,,
39496507,2023-06-01,0,0,,,,
38004251,2023-06-01,0,0,,,,
35259343,2023-03-01,0,-1.75,,,,
38983027,2023-04-01,,0,,,,
35608955,2023-05-01,41.88,41.88,,,,
39175086,2023-05-01,0,0,,,,
35487083,2023-02-01,0,0,,,,
35885777,2023-01-01,,0,,,,
35314107,2023-02-01,4,130.85,,,,
37909541,2023-03-01,,3.6,,,,
37704328,2023-05-01,917.94,921,,,,
40189494,2023-05-01,,0,,,,
36510334,2023-05-01,200,250,,,,
36598096,2023-04-01,24.65,0,,,,
38663509,2023-05-01,0,0,,,,
35401984,2023-04-01,216.02,101.62,,,,
39199356,2023-05-01,203.44,211.46,,,,
39036384,2023-05-01,0,99.69,,,,
35707103,2023-05-01,0,0,,,,
36064998,2023-03-01,0,0,,,,
39690252,2023-06-01,28.72,21.79,,,,
36344147,2023-06-01,0,0,,,,
36435058,2023-03-01,13,13,,,,
36833670,2023-06-01,1584.6,556.71,,,,
37680009,2023-06-01,0.36,0.36,,,,
40954137,2023-06-01,,55.02,,,,
37289614,2023-05-01,14.63,14.63,,,,
36076390,2023-05-01,50,350,,,,
36060790,2023-01-01,,0,,,,
35763180,2023-04-01,619.38,619.38,,,,
35514994,2023-05-01,0,0,,,,
35310999,2023-06-01,0,0,,,,
38077876,2023-06-01,20,20,,,,
38793418,2023-05-01,,64.35,,,,
37760557,2023-03-01,,0,,,,
36052518,2023-03-01,1059.03,1235.27,,,,
35643524,2023-06-01,2748.8,2781.21,,,,
39530755,2023-05-01,,0,,,,
35642624,2023-04-01,32.37,7.15,,,,
35283197,2023-04-01,5.26,5.26,,,,
35651836,2023-01-01,,20,,,,
36665684,2023-02-01,,78,,,,
37957249,2023-05-01,1.87,1.87,,,,
35833370,2023-02-01,12297.49,0.76,,,,
37068124,2023-02-01,,20,,,,
35985435,2023-05-01,3.05,3.05,,,,
35639561,2023-04-01,6.6,0,,,,
36952047,2023-04-01,0,0,,,,
35605526,2023-01-01,,100,,,,
37655406,2023-06-01,0,0,,,,
36600257,2023-03-01,49.58,1.99,,,,
37632787,2023-05-01,10.02,1.02,,,,
35586285,2023-04-01,14899.01,14899.01,,,,
36874293,2023-05-01,10.3,10.3,,,,
36423841,2023-02-01,,0,,,,
35606062,2023-05-01,17.37,4.89,,,,
36849176,2023-04-01,18.5,18.5,,,,
36600543,2023-03-01,0,137.1,,,,
35364994,2023-01-01,,0.5,,,,
38108900,2023-05-01,2574.3,32.59,,,,32.59
35252519,2023-02-01,0,0,,,,
36557637,2023-05-01,157.58,120.47,,,,
36201933,2023-02-01,0,0,,,,
39257219,2023-04-01,,43,,,,
38358402,2023-04-01,,0,,,,
35756720,2023-03-01,20,20,,,,
35587394,2023-04-01,0,0,,,,
39974723,2023-05-01,,7733.69,,,,
38158468,2023-05-01,2,2,,,,
35520490,2023-05-01,6.67,6.67,,,,
36942727,2023-03-01,0,2338.5,,,,
36494531,2023-06-01,0,0,,,,
41307113,2023-06-01,,10,,,,
35887568,2023-04-01,0,0,,,,
36421901,2023-03-01,0,0,,,,
35512336,2023-02-01,0,0,,,,
37111581,2023-05-01,5017.74,131.76,,,,
36126586,2023-05-01,0,0,,,,
38001715,2023-06-01,3.15,3.15,,,,
40657257,2023-06-01,,10,,,,
35747624,2023-06-01,7.07,15.11,,,,
36037242,2023-06-01,836.49,1091.85,,,,
39180926,2023-06-01,0,0,,,,
38354192,2023-06-01,1.98,1.98,,,,
37734473,2023-04-01,40.54,37.71,,,,
37396183,2023-04-01,0,0,,,,
36192810,2023-04-01,0,0,,,,
35304607,2023-05-01,0,0,,,,
37483287,2023-03-01,,0,,,,
38656541,2023-04-01,,20,,,,
35781358,2023-01-01,,262.86,,,,
37896850,2023-05-01,253.28,192.56,,,,
35921091,2023-02-01,0,0,,,,
39025287,2023-04-01,,0,,,,
39890152,2023-05-01,,0,,,,
38261327,2023-03-01,,20,,,,
35447946,2023-03-01,,0,,,,
36577508,2023-05-01,12.17,24.29,,,,
36884483,2023-03-01,,275,,,,
36373143,2023-04-01,0,0,,,,
38226909,2023-04-01,,0,,,,
38080634,2023-05-01,89.42,243.86,20.03,20.33,,
37919411,2023-04-01,,0,,,,
37723132,2023-04-01,478.42,255.39,,,,
37211120,2023-03-01,0,61.15,,,,
36994133,2023-03-01,0,0,,,,
35768623,2023-04-01,0,0,,,,
41293339,2023-06-01,,40,,,,
38235566,2023-04-01,0,4865,,,,
36983604,2023-06-01,0.11,0.09,,,,
37384803,2023-05-01,20,20,,,,
37238030,2023-06-01,20.33,681.18,,,,
37733854,2023-06-01,0,0,,,,
40149823,2023-06-01,1.05,1.05,,,,
40710951,2023-06-01,,0.96,,,,
36818626,2023-06-01,6217.83,8538.1,4340.58,5365,,
37105176,2023-05-01,0,0,,,,
40711579,2023-06-01,,1.26,,,,
35923589,2023-03-01,1.02,0.95,,,,
36896121,2023-06-01,2,2,,,,
41151333,2023-06-01,,100,,,,
38166913,2023-05-01,0,0,,,,
38142108,2023-05-01,1.37,1.37,,,,
36721122,2023-04-01,,26.75,,,,
37411452,2023-04-01,2.96,2.95,,,,
39728636,2023-05-01,,11.23,,,,
37501576,2023-06-01,12.69,0,,,,
38149777,2023-06-01,1137.77,3442,,,,
39732590,2023-06-01,0,0,,,,
36341156,2023-06-01,175.88,176.37,,,,
36632601,2023-04-01,0,0,,,,
37531839,2023-05-01,0,0,,,,
37351893,2023-03-01,,858.81,,,,
37065948,2023-05-01,6892.83,6741.79,,,,
35757727,2023-04-01,54499.74,46037.66,,,,
36328702,2023-05-01,0.37,0.38,,,,
38842996,2023-05-01,0,0,,,,
36256108,2023-05-01,0,0,,,,
39620396,2023-06-01,4.4,4.4,,,,
36366606,2023-05-01,0,0,,,,
36016805,2023-05-01,20,20,,,,
36597625,2023-05-01,42.65,42.65,,,,
37804646,2023-04-01,5.25,5.25,,,,
35900864,2023-05-01,42.73,4208.72,,,,
37351644,2023-04-01,507.49,173.29,,,,
36205127,2023-01-01,,0,,,,
37953294,2023-03-01,,0,,,,
37307815,2023-05-01,,22,,,,
36356468,2023-03-01,,0.35,,,,
38035814,2023-06-01,24.2,23.2,,,,
36555472,2023-05-01,4.7,4.7,,,,
37226455,2023-06-01,123865.33,123278.25,,,,
35319137,2023-03-01,20,20,,,,
38387849,2023-06-01,0,6.01,,,,
37388011,2023-06-01,302.36,824.93,,,,
35852106,2023-06-01,2.25,2.25,,,,
37571383,2023-06-01,11728.92,10571.6,,,,
40037176,2023-05-01,,63,,,,
37568903,2023-04-01,2,2,,,,
36066175,2023-05-01,0,0,,,,
37143314,2023-04-01,163.58,0,,,,
38992913,2023-05-01,0,0,,,,
36446822,2023-02-01,,0,,,,
36344772,2023-05-01,17.57,17.19,,,,
38603212,2023-05-01,3046.07,2727.16,,,,
36532766,2023-03-01,271,1437.4,,,,
35902728,2023-01-01,,787,,,,
36732559,2023-05-01,1647.86,744.71,,,,
39951671,2023-05-01,,32.27,,,,
37761648,2023-04-01,,1.39,,,,
37310508,2023-03-01,,40,,,,
37963714,2023-03-01,,0,,,,
37806537,2023-05-01,16.03,213.32,,,,
38841982,2023-06-01,0,0,,,,
38736095,2023-06-01,57.13,25.63,,,,
38126275,2023-06-01,6.44,25.31,,,,
36079200,2023-06-01,6.15,76.15,,,,
38118870,2023-04-01,13,1.65,,,,
37969009,2023-06-01,0,0,,,,
37396183,2023-05-01,0,0,,,,
39029987,2023-05-01,0,0,,,,
39229053,2023-04-01,,38,,,,
38117323,2023-03-01,,0,,,,
36983683,2023-06-01,0,0,,,,
35276238,2023-02-01,0,0,,,,
36066852,2023-04-01,0,0,,,,
36101649,2023-02-01,0,0,,,,
40049737,2023-05-01,,70,,,,
37088700,2023-05-01,0,0,,,,
35620171,2023-05-01,164.45,26.34,,,,
37796712,2023-05-01,12.77,12.81,,,,
36329727,2023-03-01,0,0,,,,
35660816,2023-06-01,0,0,,,,
39100314,2023-06-01,20,20,,,,
37404480,2023-05-01,74.15,371.02,,,,
38203534,2023-04-01,,0,,,,
38901367,2023-05-01,21,21,,,,
38501867,2023-05-01,8.19,8.21,,,,
36753867,2023-03-01,0,0,,,,
35428136,2023-04-01,30,30,,,,
38737699,2023-04-01,,0,,,,
35425552,2023-05-01,20,20,,,,
35802626,2023-04-01,0,0,,,,
35805759,2023-03-01,17.9,17.46,,,,
37400919,2023-03-01,,578.44,,,,
37372978,2023-05-01,351.17,351.17,,,,
35731736,2023-02-01,20,5.01,,,,
36957855,2023-02-01,,0,,,,
38742855,2023-04-01,,0,,,,
36984765,2023-06-01,866.18,866.18,,,,
35350953,2023-06-01,460,460,,,,
38461990,2023-05-01,0,0,,,,
39392108,2023-06-01,0,0,,,,
40163260,2023-06-01,,0,,,,
40015402,2023-06-01,15.74,325.32,,,,
35449160,2023-06-01,0.21,0.21,,,,
37441640,2023-06-01,0,0,,,,
39987186,2023-05-01,,20,,,,
39317681,2023-05-01,,200,,,,
35349523,2023-01-01,,4.97,,,,
37829369,2023-03-01,,20,,,,
36348101,2023-03-01,37.19,391.29,,,,
37065889,2023-03-01,4.99,1.66,,,,
36995201,2023-05-01,0,0,,,,
36257273,2023-04-01,0,0,,,,
35252187,2023-05-01,0,0,,,,
38184398,2023-05-01,20,20,,,,
39266041,2023-05-01,100,380.32,,80.29,,300.03
38085203,2023-03-01,,20,,,,
35470653,2023-05-01,20,20,,,,
36924233,2023-03-01,20,20,,,,
36130768,2023-05-01,5.07,0.15,,,,
37678021,2023-05-01,0,0,,,,
37230513,2023-05-01,318.44,62.41,,,,
39514790,2023-05-01,,0,,,,
35449409,2023-04-01,32.81,32.81,,,,
35474826,2023-06-01,33.72,33.79,,,,
41160578,2023-06-01,,9.18,,,,
35278795,2023-04-01,0,0,,,,
36541151,2023-02-01,,0.01,,,,
35458069,2023-01-01,,34.41,,,,
37065948,2023-06-01,6740.23,6759.85,,,,
40282988,2023-06-01,953.55,139.27,,,,
35252852,2023-04-01,0,0,,,,
37337405,2023-03-01,,0,,,,
35620004,2023-03-01,0,0,,,,
37520317,2023-04-01,0,0,,,,
36370305,2023-05-01,185,185,,,,
36143502,2023-06-01,0,0,,,,
36011628,2023-02-01,0,0,,,,
35606569,2023-01-01,,0,,,,
38593918,2023-04-01,,0,,,,
35889316,2023-01-01,,9.85,,,,
41010119,2023-06-01,,0,,,,
40297302,2023-06-01,,0,,,,
36541875,2023-03-01,3,3,,,,
35455092,2023-05-01,0,0,,,,
36058009,2023-04-01,0,0,,,,
35342821,2023-02-01,0.07,0,,,,
35520490,2023-02-01,9.44,6.67,,,,
36799984,2023-02-01,,5,,,,
36695423,2023-06-01,0,0,,,,
36257055,2023-05-01,0.17,0.01,,,,
35384388,2023-01-01,,0.76,,,,
37143314,2023-05-01,0,0,,,,
37185648,2023-05-01,0.62,0.64,,,,
37806537,2023-04-01,,16.05,,,,
38159388,2023-05-01,5.15,5.15,,,,
36924233,2023-06-01,20,2.71,,,,
36236881,2023-03-01,6106.7,0,,,,
40216916,2023-05-01,,395.84,,,,
35790147,2023-06-01,3.27,2.02,,,,
35314149,2023-01-01,,362.03,,,,
36079200,2023-04-01,9,6.15,,,,
38632550,2023-04-01,,19,,,,
36020583,2023-05-01,0,0,,,,
35504235,2023-02-01,0,0,,,,
40255614,2023-05-01,,0,,,,
40072748,2023-06-01,0,0,,,,
36424962,2023-05-01,0,0,,,,
40511124,2023-06-01,,2871.45,,,,
35770868,2023-06-01,7.13,7.13,,,,
37452887,2023-06-01,0,0,,,,
35841203,2023-06-01,2.22,2.22,,,,
36383223,2023-06-01,2.42,2.42,,,,
36304757,2023-06-01,31.27,251.18,,,,
36073540,2023-05-01,20,20,,,,
39879337,2023-05-01,,26.81,,,,
39718224,2023-06-01,0,0,,,,
39483362,2023-06-01,0,0,,,,
36742422,2023-06-01,0.64,0.64,,,,
39732462,2023-06-01,0,0,,,,
36402206,2023-06-01,217.63,23.7,,,,
39106473,2023-04-01,,20,,,,
39032858,2023-04-01,,10,,,,
39836897,2023-06-01,7,107.55,,,,
36309039,2023-06-01,0.01,0.01,,,,
39978952,2023-06-01,,0,,,,
37821723,2023-06-01,10,10,,,,
37920881,2023-03-01,,0,,,,
35953893,2023-02-01,20,20,,,,
38425231,2023-04-01,,20,,,,
37843823,2023-04-01,2532,6802.04,,,,
35405673,2023-03-01,3349.97,5656.45,,,,
37559185,2023-06-01,7.98,7.02,,,,
38910638,2023-04-01,,0,,,,
40017837,2023-05-01,,0,,,,
36986413,2023-03-01,0,0,,,,
35868020,2023-06-01,0,0,,,,
35291579,2023-06-01,24.28,24.27,,,,
40321851,2023-06-01,0,79.33,,,,
37378081,2023-03-01,,93,,,,
35578386,2023-06-01,14.78,14.78,,,,
41002968,2023-06-01,,0,,,,
35887568,2023-05-01,0,0,,,,
35678859,2023-05-01,963.87,945.13,,,,
39900508,2023-06-01,0,0.61,,,,
39615922,2023-06-01,0,0,,,,
39247805,2023-06-01,60.66,69.28,,,,
37127117,2023-03-01,10,1526.67,,,,
37099049,2023-04-01,13,91,,,,
35413712,2023-01-01,,21,,,,
37899592,2023-04-01,16.22,15.93,,,,
36618915,2023-05-01,0,0,,,,
38258692,2023-05-01,20,20,,,,
36557764,2023-03-01,1.59,4.66,,,,
35321211,2023-05-01,135.02,0,,,,
36004588,2023-05-01,9,9,,,,
38724078,2023-06-01,,0,,,,
40619476,2023-06-01,,497.98,,,,
36257273,2023-06-01,0,0,,,,
36770263,2023-02-01,,2.62,,,,
36199246,2023-05-01,732.11,28.58,,,,
37824433,2023-04-01,0,0,,,,
36132763,2023-02-01,13,3.01,,,,
36320544,2023-05-01,0.04,0.04,0.04,0.04,,
37564095,2023-04-01,20,20,,,,
40565184,2023-06-01,,528,,,,
38843702,2023-06-01,35.89,35.89,,,,
37027277,2023-06-01,0,0,,,,
38992160,2023-06-01,192.22,3.84,,,,
36568541,2023-03-01,10,5.5,,,,
35834412,2023-01-01,,20,,,,
35415969,2023-02-01,13,13,,,,
37305662,2023-03-01,,1.81,,,,
36242915,2023-02-01,40,0,,,,
36294736,2023-04-01,0,0,,,,
37442591,2023-03-01,,0,,,,
35757343,2023-05-01,5856.35,6822.67,,,,
39433154,2023-05-01,,5.18,,,,
38628029,2023-05-01,20,20,,,,
37111581,2023-03-01,20,1327.55,,,,
39832554,2023-05-01,,0,,,,
35418735,2023-05-01,0,0,,,,
40283220,2023-06-01,0,34.91,,,,
38499950,2023-06-01,0,0,,,,
35252519,2023-01-01,0,0,,,,
35905860,2023-04-01,0.77,0.17,,,,
38055869,2023-04-01,36.31,489.35,,,,
37072852,2023-05-01,24.61,6.49,,,,
35386516,2023-01-01,,0,,,,
39202882,2023-06-01,10,3.5,,,,
40289250,2023-06-01,0,0,,,,
36742422,2023-02-01,,0,,,,
38983366,2023-06-01,,0,,,,
36821797,2023-04-01,0,0,,,,
37490429,2023-05-01,20,20,,,,
38584756,2023-05-01,79.52,31.54,,,,
36966489,2023-03-01,0,20,,,,
38166913,2023-06-01,0,0,,,,
38408670,2023-06-01,0,0,,,,
38495754,2023-06-01,6936.79,6568.22,,,,
40156822,2023-06-01,0,735.59,,,,
38759662,2023-05-01,29.72,109.75,,,,
35333286,2023-02-01,10,10,,,,
37383311,2023-06-01,34.33,41.6,,,,
38938579,2023-04-01,,0,,,,
39180926,2023-05-01,0,0,,,,
36599804,2023-05-01,4102.84,0,,,,
37490429,2023-03-01,,20,,,,
35345926,2023-01-01,,0,,,,
35625513,2023-04-01,10.88,10.69,,,,
35449409,2023-06-01,32.81,32.81,,,,
40063982,2023-06-01,,0,,,,
41149488,2023-06-01,,2.5,,,,
40157964,2023-06-01,0,28.38,,,,
35911480,2023-05-01,21.29,0,,,,
40294739,2023-06-01,0,0,,,,
35560560,2023-03-01,50,50,,,,
37655343,2023-05-01,0,0,,,,
35425116,2023-02-01,0,0,,,,
38625268,2023-04-01,,0,,,,
36348101,2023-05-01,122.99,0,,,,
35707517,2023-03-01,20,20,,,,
35822808,2023-01-01,,20,,,,
39170338,2023-06-01,0,0,,,,
37899234,2023-06-01,248.94,104.19,,,,
40903683,2023-06-01,,20.01,,,,
36508689,2023-06-01,0,0,,,,
36878754,2023-06-01,20,20,,,,
37013846,2023-02-01,,0,,,,
35281136,2023-04-01,3.55,0,,,,
38117103,2023-06-01,-2,0,,,,
36535573,2023-06-01,417.05,28.27,,,,
35343975,2023-06-01,1.24,1.24,,,,
38602074,2023-04-01,,0,,,,
36892684,2023-02-01,,20,,,,
36323058,2023-04-01,0,0,,,,
35311665,2023-05-01,456.52,341.06,,,,
41093936,2023-06-01,,83.12,,,,
35590082,2023-05-01,5,5,,,,
39584116,2023-05-01,,20,,,,
38228088,2023-04-01,0,912.31,,,,
38289644,2023-06-01,0,215.01,,,,
38129380,2023-04-01,50,50,,,,
35772110,2023-04-01,77563.55,75478.57,,,,
38288214,2023-06-01,17.51,558.84,,,,
38745849,2023-06-01,0,0,,,,
36208385,2023-06-01,6.19,-1.92,,,,
35702142,2023-05-01,0.75,0.75,,,,
36753867,2023-04-01,0,0,,,,
38870111,2023-05-01,0.31,0.3,,,,
36009032,2023-06-01,0,0,,,,
38796966,2023-05-01,0,0,,,,
39273092,2023-05-01,0,0,,,,
35261334,2023-02-01,,0.25,,,,
36401357,2023-06-01,0,0,,,,
36506707,2023-05-01,2120,2120,,,,
35501166,2023-04-01,0,0,,,,
39742275,2023-05-01,,0,,,,
37520317,2023-05-01,0,0,,,,
35628238,2023-05-01,10.02,10.02,,,,
36635108,2023-03-01,20,20,,,,
36621995,2023-04-01,2.52,243.32,,,,
35425615,2023-05-01,469.75,583.54,,,,
36356468,2023-05-01,129.51,86.3,,,,
35909308,2023-01-01,,8.6,,,,
37131033,2023-03-01,0,72.98,,,,
38157095,2023-06-01,8.57,5288.61,,,,
36723992,2023-06-01,0.56,0.55,,,,
38714058,2023-06-01,589.56,163.53,,,,
38630619,2023-06-01,1327.52,1246.4,,,,
39206393,2023-06-01,82.4,36.57,,,,
41300708,2023-06-01,,20,,,,
40689144,2023-06-01,,20,,,,
37412407,2023-06-01,23618.76,23459.7,,,,
37165764,2023-06-01,0.75,0.82,,,,
37849356,2023-06-01,13.86,1288.39,,,,
40989304,2023-06-01,,20,,,,
35751791,2023-02-01,0,493.87,,,,
36241792,2023-03-01,-0.85,-0.85,,,,
38985878,2023-05-01,0,0,,,,
36103634,2023-05-01,888.64,52.65,,,,
36994133,2023-04-01,0,0,,,,
35618947,2023-03-01,8.5,8.5,,,,
39393228,2023-06-01,0,0,,,,
38602074,2023-06-01,0,0,,,,
38598943,2023-06-01,95.95,75.86,,,,
35960432,2023-06-01,22.99,2.6,,,,
35801729,2023-01-01,,0,,,,
36907456,2023-03-01,10,750.19,,,,
36259022,2023-02-01,,0,,,,
36257420,2023-02-01,,21,,,,
37549175,2023-06-01,-0.17,-0.17,,,,
40782830,2023-06-01,,0,,,,
38557167,2023-05-01,,346.07,,,,
35872625,2023-06-01,17.44,17.44,,,,
35709186,2023-05-01,2.01,2.01,,,,
35579800,2023-06-01,661.14,1551.49,,,,
37046877,2023-06-01,84.48,33.88,,,,
39641385,2023-06-01,0.42,0.42,,,,
39241218,2023-06-01,,0.84,,,,
35486224,2023-06-01,1.18,1.18,,,,
37603151,2023-03-01,,20,,,,
35831330,2023-01-01,,0,,,,
37853467,2023-05-01,0,0,,,,
37646537,2023-03-01,,0.74,,,,
36574448,2023-05-01,20,1729.25,,,,
37280737,2023-05-01,813.71,0,,,,
38129380,2023-03-01,,50,,,,
35966481,2023-05-01,0,131.21,,,,
36570173,2023-04-01,20,20,,,,
36009032,2023-05-01,0,0,,,,
38795671,2023-05-01,168.59,308.59,,,,
35756720,2023-05-01,20,20,,,,
37921135,2023-05-01,0,0,,,,
36023776,2023-01-01,,16.9,,,,
40036445,2023-06-01,0,0,,,,
35766347,2023-02-01,0,0,,,,
35306709,2023-04-01,0,0,,,,
36859595,2023-05-01,18.11,18.17,,,,
36199148,2023-05-01,0,0,,,,
35449160,2023-05-01,0.21,0.21,,,,
36027092,2023-02-01,0,0,,,,
37599178,2023-05-01,0,0,,,,
36772596,2023-05-01,11,11,,,,
36350481,2023-06-01,2.63,2.62,,,,
37532152,2023-03-01,,0,,,,
38804443,2023-05-01,0,0,,,,
35579318,2023-03-01,1.3,1.3,,,,
40183038,2023-06-01,0,4,,,,
36865403,2023-06-01,1,0.81,,,,
38324020,2023-06-01,20,20,,,,
37682283,2023-06-01,9.51,9.42,,,,
37201311,2023-04-01,45.63,160.6,,,,
38166913,2023-04-01,20,0,,,,
38051554,2023-04-01,20,20,,,,
35293771,2023-03-01,8.09,17.65,,,,
40207543,2023-05-01,,1,,,,
36396612,2023-02-01,,0,,,,
36196807,2023-03-01,29.65,29.65,,,,
35675987,2023-04-01,0,21.92,,,,
36395730,2023-02-01,,100,,,,
36858378,2023-06-01,148.92,18.11,,,,
40815264,2023-06-01,,20,,,,
38161360,2023-06-01,47.84,47.84,,,,
38068386,2023-05-01,633.33,305.01,,,,
36906336,2023-02-01,,58.61,,,,
36763771,2023-02-01,,0,,,,
38620387,2023-04-01,,20.36,,,,
36658645,2023-05-01,0,0,,,,
37273106,2023-03-01,,0,,,,
36281815,2023-06-01,29.88,29.88,,,,
36699979,2023-06-01,0,0,,,,
37376491,2023-06-01,13.65,13.91,,,,
40874458,2023-06-01,,37.37,,,,
37738650,2023-06-01,-1.48,4.23,,,,
36351158,2023-02-01,,3379.06,,,,
39041823,2023-06-01,19.83,19.83,,,,
38879119,2023-06-01,0,0,,,,
36369501,2023-04-01,20,20,,,,
36899928,2023-05-01,1959.16,1831.73,,,,
39208936,2023-06-01,321146.4,322369.03,,,321146.4,322369.03
35949919,2023-04-01,20,20,,,,
38215484,2023-06-01,37.21,87.32,,,,
37715554,2023-06-01,7.14,7.16,,,,
35322385,2023-05-01,0,0,,,,
35762501,2023-04-01,0,0,,,,
39220177,2023-06-01,0,0,,,,
38115475,2023-06-01,0.13,0.13,,,,
37752936,2023-06-01,0,0,,,,
36127033,2023-06-01,11.84,10.97,,,,
39040833,2023-06-01,0,20,,,,
39852178,2023-05-01,,1002.78,,,,
36510334,2023-03-01,0,0,,,,
35761277,2023-04-01,1451.23,1135.4,,,,
40120110,2023-05-01,,50,,,,
39306790,2023-05-01,,2.46,,,,
36654491,2023-04-01,0,0,,,,
36835502,2023-03-01,0,0,,,,
36064998,2023-05-01,0,0,,,,
35997170,2023-03-01,200,200,,,,
38442250,2023-04-01,,0,,,,
39257219,2023-05-01,43,1061.88,,,,
37068949,2023-03-01,3.71,3.71,,,,
35338818,2023-03-01,66.84,65.31,,,,
38181604,2023-06-01,87.81,20.28,,,,
40097259,2023-06-01,0,192.82,,,,
38557395,2023-04-01,,1038.3,,,,
36773946,2023-06-01,0,0,,,,
35590082,2023-06-01,5,5,,,,
37680871,2023-06-01,12.65,1.74,,,,
38360286,2023-06-01,0,0,,,,
41090697,2023-06-01,,20,,,,
36395730,2023-03-01,100,100,,,,
36278329,2023-06-01,0,80,,,,
36445866,2023-06-01,86.51,168.02,,,,
37550726,2023-06-01,1329.14,1289.74,,,,
37777283,2023-05-01,0,0,,,,
37715554,2023-05-01,6.45,7.14,,,,
36433410,2023-02-01,,13,,,,
38216521,2023-05-01,0,162.26,,,,
37225873,2023-05-01,124.14,59.78,,,,
39931643,2023-06-01,0,0,,,,
37771816,2023-05-01,0.18,0.18,,,,
35821716,2023-04-01,445.9,64.31,,,,
